,content,sentiment
35458,Pose 2 get my sis belly peirced ima gwt that good ole lip or eye brow dn ,surprise
35459,The stresses of ensuring a surprise mini-break remains a surprise. Malmaison hotel you are not making this easy for me. ,surprise
35460,@kmaecasey @sheldonminor @kurzy_caitlin I saw the santa at the mall yesterday. U needa be 10 to take a pic with him...,sadness
35461,Spanish mid term on my birthday. ,joy
35462,"close a window, open a door. success is getting what you want and wanting what you get. ",surprise
35463,I Feel Bad For My Cousin ,joy
35464,"Na zes keer een stanley mes in m'n oog, tape aan m'n sokken, en ruzie met isoleer materiaal, ben ik dan eindelijk klaar! ",surprise
35465,@samharless I've gotta run in that memorial marathon in the city #notrainingneeded,joy
35466,@SlowGrind_Pusha we gonna c wen I walk down dat aisle ,surprise
35467,Wow. Head of Gawker feels like &quot;king of the dunghill&quot; #Ignition2011,surprise
35470,@burtonad I still don't know how Djokovic won that match. And I still don't know how be beat Nadal 4 and 4 less than 24 hrs later. ,joy
35471,Happy that December is here. Time for everyone to enjoy themselves and have some fun!   ,joy
35473,Found my old keyboard pity its not my old drum kit. ,sadness
35474,"J'attend avec impatience Noel , je connais aucun de mes cadeaux ! ",surprise
35476,"@jvandermayer Joshua! I was! Devon told me she always studied ochem with a joshua, but i didn't realize it was you until tuesday! ",surprise
35477,Looks like the laundry fairy hasn't come yet again this week .. I know what I'll be doing later!! ,joy
35478,"People go through things that we don't know. So,be nice to everyone b/c it could make their day.Stop being rude, spread &amp; #befortunate",joy
35479,i couldnt play in the game today due to a broken heart caused by @camdynolivia23  ,sadness
35480,Be truly glad. There is wonderful ahead! I Peter 1:6 #turnbacktogod #jesustweeters,joy
35481,"What happens when we leave and you wont be there when,we get back?   #change",sadness
35482,Man this day can go FUCK its self already .. And its not even 8'o'clock .... ,joy
35483,Cleaning house &amp; sewing today ,joy
35485,Seeds of discouragement cannot grow in a grateful heart. #love #inspiration #discouragement #anger #fear,joy
35487,i loove when i open the refrigerator and i find a midnight snake ,joy
35488,thatÃ¢ÂÂs that bullshit RT @selenaa_23: Walked into the last day of class to find out there is a quiz ,surprise
35489,Decorating the house for the holiday party my husband volunteered us to host ,joy
35490,I just opened a bottle a few min. ago. lol. Its just the universe's way of maintaining balance. :) RT @anabellebf: I'm out of wine! ,sadness
35491,Gotta bring back hunter today at noon! ,sadness
35492,@ajbee I was at work. At gym now then writing a 2-page paper before bed. Tomorrow is an 11-hour shift at the mall. =P You?,joy
35493,@danilic Have an amazing time - would be there in a heartbeat if closer. ,surprise
35494,Family Christmas pictures today ... ,joy
35495,"I wish I was as weird as I used to be, I had more friends back then. Hahaha ",sadness
35497,@fleur_de_lotus Just some crappy drizzle... but NOT SNOW!  ,joy
35499,"That moment when you're expecting a text from someone, you hear your phone chime, but find that it was just an e-mail. ",sadness
35501,Happy birthday @Mr_Grimshaw ! No such fitness is on this years Xfactor.... .,sadness
35502,I could totally Liz/Jade bitch gif Demi right now but I turned off my comp already.. ,sadness
35503,I live in a world full of people pretending to be something their not.. -_-,joy
35505,Remember that very little is needed to make a happy life. ~ Marcus Aurelius  ,joy
35506,@ochocinco yeah dude. The album is dopeness to the ear drums. What a talent. What a voice. #MusicEducation,sadness
35507,is in the #hearts of those who promote #PEACE. (Book Proverbs 12:20) Are you a counsellor of #PEACE?,joy
35508,"A fun-filled day so far- working, new car tyre ordered, car insurance shopping, mobile phone insurance shopping amongst other shizzle ",joy
35510,"masih ada phil jones, smalling &amp; fryers :) RT @dewiijayanti: people are crazy to let vidic-ferdinand go out from our place  ",sadness
35511,"Not only is Guitar Center a depressing place to be, they've got jack all for Ludwig. #notcalleddrumcenter #ebayitis",surprise
35512,"last official day of PT and nothing solved. Only more pain. I guess it's off to the doctor AGAIN for yet another XR, MRI and diagnosis. ",joy
35513,Rise of the planet of the apes has my heart eternally.  ,joy
35514,@Gwwla heey Gemma part ÃÂ  la fin du semestre :( :(,sadness
35515,Procrastination is going to be the death of me. In just a few hours i'm going to be dying of stress because of my laziness right now. ,joy
35519,Apparently there's no new Castle tonight. :((((((,sadness
35520,Late night talks at timmies with van ,sadness
35521,Physics test and AP Bio test and Math test wednesday... kwoker!,surprise
35522,@DrBobMcCartney started his Joy series at church. love it! ,joy
35523,headed to Arbutus Methodist Church to watch my girls dance &amp; hear the choir sing ,joy
35526,I love it when people light up a fresh cigarette and then the bus/train comes ,joy
35528,@AshleighBee Laundry. Preppin for trip to Florida next week. Too bad it's only for business.,joy
35529,i would like to play //& my wife wont stop playing //& forever //&  ,sadness
35530,@alexawhipple Totally!! lol anyway i'll text you on Wednesday cause i got my phone takin away :( &amp;hearts pee stain :),sadness
35531,@Emilio_Chacon but your missing game night it won't be the same without you :( ,sadness
35532,@ColetteXo gooodmorning my love i misss u so much and its only been 3 days coming home tmrw just to seee u! @samconnell7 u toooo=),sadness
35533,Observe without judging and find greater peace and ,joy
35535,"Got 5 hours of sleep, and about to teach yoga and then go play 2 soccer games an hour away ",joy
35536,Ready for chaos.. Someone called in sick before the holidays. ,joy
35537,Hot chocolate time! ,joy
35538,Cannot believe this is the last time I'll ever study for spanish #hastaluego,joy
35539,"A journey of a thousand miles begins with a single step.  Lao-tzu, The Way of Lao-tzu Step into &amp; #read",joy
35540,Car ride to the game with @abzwilliamson and FOUR old dudes. #thisisgonnabealong3hours,joy
35541,@Ianncaleb @despicableAsh Nothing to eat. ): I search and search. Peanuts are good. :D Who is this hot person?! #hotpeoplearegood(;,sadness
35542,@leaf7790 haha truee.. I was thinking we go shopping together &amp;  pick stuff and split up and buy it and meet up after so its a ,surprise
35543,i swear i've never been this happy in my entire life.....love the feeling she gives me....,joy
35545,@Baysidette @v_reyes @yankeecremoso big ass regalo on her back ,surprise
35547,my family felt the need to do fall/winter cleaning today! ,joy
35548,This is my 100th tweet. If I would of kept my other twitter account it would be my 1000th :( ,sadness
35549,"That feeling you get when you THINK you r late and wake up in shock, just to check ur clock to see you have 1hr more of sleep. ",joy
35551,Why is it so hard for me to start studying? Oh ya because my packet of notes is 20 pages. Typed. ,joy
35552,@TayDeath I don't feel good AT ALL. Passed out in my shower! #nbd,joy
35553,Watching Beauty and The Beast to start my day. ,joy
35555, you was the light of my world! Pretty soon im going to light your world on fire! ;-),surprise
35556,@JustDaveXxx I heard the hell out of that!.. I get to go hang out with a mixture of drunken Red-necks and drunker Italians all day.. ,joy
35557,I love thinking about old memories when going through baby pictures #Priceless,joy
35558,"opeens een  gaan verzinnen, ze willen die nu weer wel bij de hebben, die# zeurpieten",surprise
35561,"Terug van Bart, was super  ",surprise
35562,@OoO_Mr_Perfect why don't u come punch me in the face and find out!? on deck,surprise
35563,My christmas decorations in my room are making me so happy!! ,joy
35564,My mom got peekaboo.. blonde on top and brown on the bottom haha Guess were gonna be complete opposites soon... ,joy
35565,Excited for Friday(: I love my best friend ,surprise
35568,the people i tried to escape from on facebook are now on twitter ,joy
35569,That sweet moment when a toddler accepts Christ as their savior. ,joy
35570,I didn't know green onion is one kind of onions.... A lot of tears came off when I was cutting this things....  ,surprise
35571,WHAM'S LAST CHRISTMAS IS TRENDING *O* i'd be listening to it if i wasn't listening to the mars volta ,surprise
35573,Meanwhile gonna have bowl of porridge for dinner again ,joy
35574,"My favorite perfume is Joy. &quot;It was created as a reaction to 1929 Wall Street Crash,&quot;(wikipedia). I hear they've changed the formula? ",joy
35575,"Gonna prepare, I've not many time left before I've to go to Uni. ",joy
35576,Candy making with my family at gramma's - hands down the best part of Christmas. ,joy
35577,Sometimes life maybe be crazy but just go with the flow and have fun with it  ,joy
35578,@RebSportsRadio @captainmcinnis I have LOVED watching so many people create rumors. It's crazy how talk starts!! ,surprise
35579,Ever fell in love with an article of clothing-only to wait too late to buy it. hope that skirt turns up on ebay,sadness
35580,@iSUPER_NNN zit er een in onze klas die naam klinkt meer als een porno site dan een naam van een persoon die ouders waren vast dronken,joy
35581,Something exciting is happening for the New Year! Stay Tuned. #newyears,surprise
35582,"Ã¢ÂÂ525,600 minutes...how do you measure a year?   #sorrow #thankful #blessed #LOVE",joy
35583,I get to work on ceramics all day. this thanksgiving break won't be much of a break at all.,joy
35584,Goal for today: no complaining. Today I choose #contentment,joy
35587,My dad made a campfire. We have chocolate and grahmcrackers but no marshmallows...what even is this. &lt;/33 ,sadness
35588," Day 20: Thankful for our baby boy Beckett, who today celebrates his 20th month on Earth! He brings us all so much every day.",joy
35589,Eating my first candy cane of the season ,joy
35590,@iReekExcellence Have a GREAT DAY tweeps!!! Love y'all and live w/ the of Christ today!!!  #Youtoo!,joy
35596,I hate @T_Sham6691 with a passion. We also just learned something new in Pre calc &amp; guess what? Idk what I'm doing ,surprise
35597,@MMMReader You do mine and I'll do yours. I had a leg spasm two nights ago and it still hurts. #pregnant,joy
35598,today could be the day...love that early :) :),surprise
35601,@cochrane1991 mine was suppose to go up at weekend but dad was at work so secretly put them up for when he got home Haha ,surprise
35603,Man I really want some olive garden wish my hubby was home to take me :( ,sadness
35604,"Who thought up this combo &amp; what were they on when they thought it? Seriously, they sound good together. ",surprise
35605,"Oh good, the new Community is a singing episode. ",joy
35606,"Break! Imagine your dream house. Open the door, walk in, smell the aroma, go into each room, sit in your favorite chair. #LJB",joy
35607,@miklustic physics was the death of my first year. ,sadness
35608,@TheBodyShopUK Pure indulgence. Husband and I snuggled after a long soak. Glasses of wine and long lazy afternoons at christmas!,joy
